Gene stable ID	Gene stable ID version	Transcript stable ID version
ENSVPAG00000002100	ENSVPAG00000002100.1	ENSVPAT00000002100.1
ENSVPAG00000010544	ENSVPAG00000010544.1	ENSVPAT00000010544.1
ENSVPAG00000001438	ENSVPAG00000001438.1	ENSVPAT00000001439.1
ENSVPAG00000012417	ENSVPAG00000012417.1	ENSVPAT00000012416.1
ENSVPAG00000006673	ENSVPAG00000006673.1	ENSVPAT00000006673.1
ENSVPAG00000004396	ENSVPAG00000004396.1	ENSVPAT00000004396.1
ENSVPAG00000004420	ENSVPAG00000004420.1	ENSVPAT00000004419.1
ENSVPAG00000007224	ENSVPAG00000007224.1	ENSVPAT00000007223.1
ENSVPAG00000010545	ENSVPAG00000010545.1	ENSVPAT00000010545.1
ENSVPAG00000005824	ENSVPAG00000005824.1	ENSVPAT00000005824.1
ENSVPAG00000009887	ENSVPAG00000009887.1	ENSVPAT00000009887.1
ENSVPAG00000000492	ENSVPAG00000000492.1	ENSVPAT00000000492.1
ENSVPAG00000002065	ENSVPAG00000002065.1	ENSVPAT00000002065.1
ENSVPAG00000006674	ENSVPAG00000006674.1	ENSVPAT00000006674.1
ENSVPAG00000001670	ENSVPAG00000001670.1	ENSVPAT00000001670.1
ENSVPAG00000004398	ENSVPAG00000004398.1	ENSVPAT00000004399.1
ENSVPAG00000010546	ENSVPAG00000010546.1	ENSVPAT00000010546.1
ENSVPAG00000002066	ENSVPAG00000002066.1	ENSVPAT00000002066.1
ENSVPAG00000003017	ENSVPAG00000003017.1	ENSVPAT00000003016.1
ENSVPAG00000000205	ENSVPAG00000000205.1	ENSVPAT00000000205.1
ENSVPAG00000005825	ENSVPAG00000005825.1	ENSVPAT00000005826.1
ENSVPAG00000001856	ENSVPAG00000001856.1	ENSVPAT00000001856.1
ENSVPAG00000003216	ENSVPAG00000003216.1	ENSVPAT00000003216.1
ENSVPAG00000012390	ENSVPAG00000012390.1	ENSVPAT00000012388.1
ENSVPAG00000004480	ENSVPAG00000004480.1	ENSVPAT00000004480.1
ENSVPAG00000011284	ENSVPAG00000011284.1	ENSVPAT00000011284.1
ENSVPAG00000003219	ENSVPAG00000003219.1	ENSVPAT00000003219.1
ENSVPAG00000003866	ENSVPAG00000003866.1	ENSVPAT00000003865.1
ENSVPAG00000003143	ENSVPAG00000003143.1	ENSVPAT00000003143.1
ENSVPAG00000000976	ENSVPAG00000000976.1	ENSVPAT00000000976.1
ENSVPAG00000008253	ENSVPAG00000008253.1	ENSVPAT00000008250.1
ENSVPAG00000000206	ENSVPAG00000000206.1	ENSVPAT00000000206.1
ENSVPAG00000009250	ENSVPAG00000009250.1	ENSVPAT00000009250.1
ENSVPAG00000001857	ENSVPAG00000001857.1	ENSVPAT00000001857.1
ENSVPAG00000000493	ENSVPAG00000000493.1	ENSVPAT00000000493.1
ENSVPAG00000002067	ENSVPAG00000002067.1	ENSVPAT00000002067.1
ENSVPAG00000012391	ENSVPAG00000012391.1	ENSVPAT00000012391.1
ENSVPAG00000004482	ENSVPAG00000004482.1	ENSVPAT00000004481.1
ENSVPAG00000003867	ENSVPAG00000003867.1	ENSVPAT00000003866.1
ENSVPAG00000002501	ENSVPAG00000002501.1	ENSVPAT00000002501.1
ENSVPAG00000008256	ENSVPAG00000008256.1	ENSVPAT00000008279.1
ENSVPAG00000003527	ENSVPAG00000003527.1	ENSVPAT00000003527.1
ENSVPAG00000000494	ENSVPAG00000000494.1	ENSVPAT00000000494.1
ENSVPAG00000002068	ENSVPAG00000002068.1	ENSVPAT00000002068.1
ENSVPAG00000003868	ENSVPAG00000003868.1	ENSVPAT00000003867.1
ENSVPAG00000012392	ENSVPAG00000012392.1	ENSVPAT00000012393.1
ENSVPAG00000003155	ENSVPAG00000003155.1	ENSVPAT00000003155.1
ENSVPAG00000002303	ENSVPAG00000002303.1	ENSVPAT00000002303.1
ENSVPAG00000003270	ENSVPAG00000003270.1	ENSVPAT00000003270.1
ENSVPAG00000008290	ENSVPAG00000008290.1	ENSVPAT00000008290.1
ENSVPAG00000003173	ENSVPAG00000003173.1	ENSVPAT00000003169.1
ENSVPAG00000005926	ENSVPAG00000005926.1	ENSVPAT00000005926.1
ENSVPAG00000004483	ENSVPAG00000004483.1	ENSVPAT00000004483.1
ENSVPAG00000003869	ENSVPAG00000003869.1	ENSVPAT00000003868.1
ENSVPAG00000000495	ENSVPAG00000000495.1	ENSVPAT00000000495.1
ENSVPAG00000002671	ENSVPAG00000002671.1	ENSVPAT00000002671.1
ENSVPAG00000004203	ENSVPAG00000004203.1	ENSVPAT00000004203.1
ENSVPAG00000000496	ENSVPAG00000000496.1	ENSVPAT00000000496.1
ENSVPAG00000003528	ENSVPAG00000003528.1	ENSVPAT00000003528.1
ENSVPAG00000002220	ENSVPAG00000002220.1	ENSVPAT00000002220.1
ENSVPAG00000012395	ENSVPAG00000012395.1	ENSVPAT00000012394.1
ENSVPAG00000008291	ENSVPAG00000008291.1	ENSVPAT00000008291.1
ENSVPAG00000003327	ENSVPAG00000003327.1	ENSVPAT00000003327.1
ENSVPAG00000008238	ENSVPAG00000008238.1	ENSVPAT00000008236.1
ENSVPAG00000000020	ENSVPAG00000000020.1	ENSVPAT00000000021.1
ENSVPAG00000002673	ENSVPAG00000002673.1	ENSVPAT00000002672.1
ENSVPAG00000008244	ENSVPAG00000008244.1	ENSVPAT00000008241.1
ENSVPAG00000008292	ENSVPAG00000008292.1	ENSVPAT00000008292.1
ENSVPAG00000002221	ENSVPAG00000002221.1	ENSVPAT00000002221.1
ENSVPAG00000005930	ENSVPAG00000005930.1	ENSVPAT00000005930.1
ENSVPAG00000003870	ENSVPAG00000003870.1	ENSVPAT00000003870.1
ENSVPAG00000003530	ENSVPAG00000003530.1	ENSVPAT00000003529.1
ENSVPAG00000003328	ENSVPAG00000003328.1	ENSVPAT00000003328.1
ENSVPAG00000003568	ENSVPAG00000003568.1	ENSVPAT00000003568.1
ENSVPAG00000003531	ENSVPAG00000003531.1	ENSVPAT00000003531.1
ENSVPAG00000000498	ENSVPAG00000000498.1	ENSVPAT00000000498.1
ENSVPAG00000010599	ENSVPAG00000010599.1	ENSVPAT00000010603.1
ENSVPAG00000000022	ENSVPAG00000000022.1	ENSVPAT00000000022.1
ENSVPAG00000000370	ENSVPAG00000000370.1	ENSVPAT00000000373.1
ENSVPAG00000005933	ENSVPAG00000005933.1	ENSVPAT00000005932.1
ENSVPAG00000003871	ENSVPAG00000003871.1	ENSVPAT00000003871.1
ENSVPAG00000000499	ENSVPAG00000000499.1	ENSVPAT00000000499.1
ENSVPAG00000010794	ENSVPAG00000010794.1	ENSVPAT00000010795.1
ENSVPAG00000000217	ENSVPAG00000000217.1	ENSVPAT00000000217.1
ENSVPAG00000003872	ENSVPAG00000003872.1	ENSVPAT00000003872.1
ENSVPAG00000000184	ENSVPAG00000000184.1	ENSVPAT00000000184.1
ENSVPAG00000002955	ENSVPAG00000002955.1	ENSVPAT00000002955.1
ENSVPAG00000003349	ENSVPAG00000003349.1	ENSVPAT00000003349.1
ENSVPAG00000000378	ENSVPAG00000000378.1	ENSVPAT00000000377.1
ENSVPAG00000010610	ENSVPAG00000010610.1	ENSVPAT00000010608.1
ENSVPAG00000001701	ENSVPAG00000001701.1	ENSVPAT00000001702.1
ENSVPAG00000000380	ENSVPAG00000000380.1	ENSVPAT00000000381.1
ENSVPAG00000010397	ENSVPAG00000010397.1	ENSVPAT00000010397.1
ENSVPAG00000003873	ENSVPAG00000003873.1	ENSVPAT00000003873.1
ENSVPAG00000012569	ENSVPAG00000012569.1	ENSVPAT00000012569.1
ENSVPAG00000002288	ENSVPAG00000002288.1	ENSVPAT00000002287.1
ENSVPAG00000008943	ENSVPAG00000008943.1	ENSVPAT00000008943.1
ENSVPAG00000010614	ENSVPAG00000010614.1	ENSVPAT00000010616.1
ENSVPAG00000009619	ENSVPAG00000009619.1	ENSVPAT00000009619.1
ENSVPAG00000000512	ENSVPAG00000000512.1	ENSVPAT00000000512.1
ENSVPAG00000003874	ENSVPAG00000003874.1	ENSVPAT00000003874.1
ENSVPAG00000005391	ENSVPAG00000005391.1	ENSVPAT00000005391.1
ENSVPAG00000008944	ENSVPAG00000008944.1	ENSVPAT00000008944.1
ENSVPAG00000000185	ENSVPAG00000000185.1	ENSVPAT00000000186.1
ENSVPAG00000003875	ENSVPAG00000003875.1	ENSVPAT00000003875.1
ENSVPAG00000002290	ENSVPAG00000002290.1	ENSVPAT00000002289.1
ENSVPAG00000012570	ENSVPAG00000012570.1	ENSVPAT00000012570.1
ENSVPAG00000003281	ENSVPAG00000003281.1	ENSVPAT00000003285.1
ENSVPAG00000003876	ENSVPAG00000003876.1	ENSVPAT00000003876.1
ENSVPAG00000008945	ENSVPAG00000008945.1	ENSVPAT00000008945.1
ENSVPAG00000009620	ENSVPAG00000009620.1	ENSVPAT00000009620.1
ENSVPAG00000009104	ENSVPAG00000009104.1	ENSVPAT00000009104.1
ENSVPAG00000001515	ENSVPAG00000001515.1	ENSVPAT00000001515.1
ENSVPAG00000004490	ENSVPAG00000004490.2	ENSVPAT00000015407.1
ENSVPAG00000004490	ENSVPAG00000004490.2	ENSVPAT00000004490.1
ENSVPAG00000010796	ENSVPAG00000010796.1	ENSVPAT00000010796.1
ENSVPAG00000002291	ENSVPAG00000002291.1	ENSVPAT00000002291.1
ENSVPAG00000008946	ENSVPAG00000008946.1	ENSVPAT00000008946.1
ENSVPAG00000009106	ENSVPAG00000009106.1	ENSVPAT00000009105.1
ENSVPAG00000010797	ENSVPAG00000010797.1	ENSVPAT00000010797.1
ENSVPAG00000005165	ENSVPAG00000005165.1	ENSVPAT00000005165.1
ENSVPAG00000009622	ENSVPAG00000009622.1	ENSVPAT00000009622.1
ENSVPAG00000008947	ENSVPAG00000008947.1	ENSVPAT00000008947.1
ENSVPAG00000011624	ENSVPAG00000011624.1	ENSVPAT00000011624.1
ENSVPAG00000003880	ENSVPAG00000003880.1	ENSVPAT00000003879.1
ENSVPAG00000000100	ENSVPAG00000000100.1	ENSVPAT00000000100.1
ENSVPAG00000000521	ENSVPAG00000000521.1	ENSVPAT00000000519.1
ENSVPAG00000003881	ENSVPAG00000003881.1	ENSVPAT00000003880.1
ENSVPAG00000009107	ENSVPAG00000009107.1	ENSVPAT00000009107.1
ENSVPAG00000010618	ENSVPAG00000010618.1	ENSVPAT00000010619.1
ENSVPAG00000011626	ENSVPAG00000011626.1	ENSVPAT00000011626.1
ENSVPAG00000006791	ENSVPAG00000006791.1	ENSVPAT00000006791.1
ENSVPAG00000003882	ENSVPAG00000003882.1	ENSVPAT00000003882.1
ENSVPAG00000001734	ENSVPAG00000001734.1	ENSVPAT00000001734.1
ENSVPAG00000005167	ENSVPAG00000005167.1	ENSVPAT00000005166.1
ENSVPAG00000009830	ENSVPAG00000009830.1	ENSVPAT00000009830.1
ENSVPAG00000005168	ENSVPAG00000005168.1	ENSVPAT00000005168.1
ENSVPAG00000010553	ENSVPAG00000010553.1	ENSVPAT00000010553.1
ENSVPAG00000000602	ENSVPAG00000000602.1	ENSVPAT00000000604.1
ENSVPAG00000011627	ENSVPAG00000011627.1	ENSVPAT00000011627.1
ENSVPAG00000000208	ENSVPAG00000000208.1	ENSVPAT00000000208.1
ENSVPAG00000004053	ENSVPAG00000004053.1	ENSVPAT00000004053.1
ENSVPAG00000010554	ENSVPAG00000010554.1	ENSVPAT00000010554.1
ENSVPAG00000003258	ENSVPAG00000003258.1	ENSVPAT00000003258.1
ENSVPAG00000000106	ENSVPAG00000000106.1	ENSVPAT00000000106.1
ENSVPAG00000011628	ENSVPAG00000011628.1	ENSVPAT00000011628.1
ENSVPAG00000004507	ENSVPAG00000004507.1	ENSVPAT00000004507.1
ENSVPAG00000000623	ENSVPAG00000000623.1	ENSVPAT00000000623.1
ENSVPAG00000000609	ENSVPAG00000000609.1	ENSVPAT00000000607.1
ENSVPAG00000011629	ENSVPAG00000011629.1	ENSVPAT00000011629.1
ENSVPAG00000005169	ENSVPAG00000005169.1	ENSVPAT00000005169.1
ENSVPAG00000000291	ENSVPAG00000000291.1	ENSVPAT00000000290.1
ENSVPAG00000000063	ENSVPAG00000000063.1	ENSVPAT00000000063.1
ENSVPAG00000011630	ENSVPAG00000011630.1	ENSVPAT00000011630.1
ENSVPAG00000009980	ENSVPAG00000009980.1	ENSVPAT00000009979.1
ENSVPAG00000005353	ENSVPAG00000005353.1	ENSVPAT00000005353.1
ENSVPAG00000000107	ENSVPAG00000000107.1	ENSVPAT00000000107.1
ENSVPAG00000010555	ENSVPAG00000010555.1	ENSVPAT00000010555.1
ENSVPAG00000000610	ENSVPAG00000000610.1	ENSVPAT00000000611.1
ENSVPAG00000000108	ENSVPAG00000000108.1	ENSVPAT00000000108.1
ENSVPAG00000000570	ENSVPAG00000000570.1	ENSVPAT00000000570.1
ENSVPAG00000002479	ENSVPAG00000002479.1	ENSVPAT00000002478.1
ENSVPAG00000009981	ENSVPAG00000009981.1	ENSVPAT00000009981.1
ENSVPAG00000011634	ENSVPAG00000011634.1	ENSVPAT00000011634.1
ENSVPAG00000015515	ENSVPAG00000015515.1	ENSVPAT00000015504.1
ENSVPAG00000000571	ENSVPAG00000000571.1	ENSVPAT00000000571.1
ENSVPAG00000000613	ENSVPAG00000000613.1	ENSVPAT00000000613.1
ENSVPAG00000005171	ENSVPAG00000005171.1	ENSVPAT00000005170.1
ENSVPAG00000002323	ENSVPAG00000002323.1	ENSVPAT00000002323.1
ENSVPAG00000002833	ENSVPAG00000002833.1	ENSVPAT00000002834.1
ENSVPAG00000000110	ENSVPAG00000000110.1	ENSVPAT00000000111.1
ENSVPAG00000002824	ENSVPAG00000002824.2	ENSVPAT00000015463.1
ENSVPAG00000002824	ENSVPAG00000002824.2	ENSVPAT00000002824.1
ENSVPAG00000005172	ENSVPAG00000005172.1	ENSVPAT00000005172.1
ENSVPAG00000000304	ENSVPAG00000000304.1	ENSVPAT00000000304.1
ENSVPAG00000009982	ENSVPAG00000009982.1	ENSVPAT00000009982.1
ENSVPAG00000000128	ENSVPAG00000000128.1	ENSVPAT00000000128.1
ENSVPAG00000000572	ENSVPAG00000000572.1	ENSVPAT00000000572.1
ENSVPAG00000008669	ENSVPAG00000008669.1	ENSVPAT00000008667.1
ENSVPAG00000001067	ENSVPAG00000001067.1	ENSVPAT00000001071.1
ENSVPAG00000009983	ENSVPAG00000009983.1	ENSVPAT00000009984.1
ENSVPAG00000000573	ENSVPAG00000000573.1	ENSVPAT00000000573.1
ENSVPAG00000004377	ENSVPAG00000004377.1	ENSVPAT00000004376.1
ENSVPAG00000011637	ENSVPAG00000011637.1	ENSVPAT00000011636.1
ENSVPAG00000010556	ENSVPAG00000010556.1	ENSVPAT00000010556.1
ENSVPAG00000008671	ENSVPAG00000008671.1	ENSVPAT00000008670.1
ENSVPAG00000005173	ENSVPAG00000005173.1	ENSVPAT00000005173.1
ENSVPAG00000002826	ENSVPAG00000002826.1	ENSVPAT00000002826.1
ENSVPAG00000011638	ENSVPAG00000011638.1	ENSVPAT00000011637.1
ENSVPAG00000008673	ENSVPAG00000008673.1	ENSVPAT00000008674.1
ENSVPAG00000010558	ENSVPAG00000010558.1	ENSVPAT00000010559.1
ENSVPAG00000005470	ENSVPAG00000005470.1	ENSVPAT00000005470.1
ENSVPAG00000005174	ENSVPAG00000005174.1	ENSVPAT00000005174.1
ENSVPAG00000001078	ENSVPAG00000001078.1	ENSVPAT00000001074.1
ENSVPAG00000004378	ENSVPAG00000004378.1	ENSVPAT00000004377.1
ENSVPAG00000012515	ENSVPAG00000012515.1	ENSVPAT00000012515.1
ENSVPAG00000001080	ENSVPAG00000001080.1	ENSVPAT00000001077.1
ENSVPAG00000004379	ENSVPAG00000004379.1	ENSVPAT00000004378.1
ENSVPAG00000011639	ENSVPAG00000011639.1	ENSVPAT00000011639.1
ENSVPAG00000002965	ENSVPAG00000002965.1	ENSVPAT00000002965.1
ENSVPAG00000000069	ENSVPAG00000000069.1	ENSVPAT00000000069.1
ENSVPAG00000001083	ENSVPAG00000001083.1	ENSVPAT00000001090.1
ENSVPAG00000002334	ENSVPAG00000002334.1	ENSVPAT00000002333.1
ENSVPAG00000001783	ENSVPAG00000001783.1	ENSVPAT00000001783.1
ENSVPAG00000008677	ENSVPAG00000008677.1	ENSVPAT00000008676.1
ENSVPAG00000009985	ENSVPAG00000009985.1	ENSVPAT00000009985.1
ENSVPAG00000011642	ENSVPAG00000011642.1	ENSVPAT00000011643.1
ENSVPAG00000010562	ENSVPAG00000010562.1	ENSVPAT00000010562.1
ENSVPAG00000009069	ENSVPAG00000009069.1	ENSVPAT00000009068.1
ENSVPAG00000005066	ENSVPAG00000005066.1	ENSVPAT00000005065.1
ENSVPAG00000009986	ENSVPAG00000009986.1	ENSVPAT00000009986.1
ENSVPAG00000007032	ENSVPAG00000007032.1	ENSVPAT00000007030.1
ENSVPAG00000000695	ENSVPAG00000000695.1	ENSVPAT00000000695.1
ENSVPAG00000002754	ENSVPAG00000002754.1	ENSVPAT00000002754.1
ENSVPAG00000005067	ENSVPAG00000005067.1	ENSVPAT00000005066.1
ENSVPAG00000002603	ENSVPAG00000002603.1	ENSVPAT00000002603.1
ENSVPAG00000011645	ENSVPAG00000011645.1	ENSVPAT00000011645.1
ENSVPAG00000005068	ENSVPAG00000005068.1	ENSVPAT00000005068.1
ENSVPAG00000002953	ENSVPAG00000002953.1	ENSVPAT00000002953.1
ENSVPAG00000009987	ENSVPAG00000009987.1	ENSVPAT00000009988.1
ENSVPAG00000000123	ENSVPAG00000000123.1	ENSVPAT00000000123.1
ENSVPAG00000011132	ENSVPAG00000011132.1	ENSVPAT00000011130.1
ENSVPAG00000005156	ENSVPAG00000005156.1	ENSVPAT00000005156.1
ENSVPAG00000008367	ENSVPAG00000008367.1	ENSVPAT00000008367.1
ENSVPAG00000002604	ENSVPAG00000002604.1	ENSVPAT00000002604.1
ENSVPAG00000007758	ENSVPAG00000007758.1	ENSVPAT00000007758.1
ENSVPAG00000009990	ENSVPAG00000009990.1	ENSVPAT00000009989.1
ENSVPAG00000005070	ENSVPAG00000005070.1	ENSVPAT00000005070.1
ENSVPAG00000003395	ENSVPAG00000003395.1	ENSVPAT00000003394.1
ENSVPAG00000003905	ENSVPAG00000003905.1	ENSVPAT00000003905.1
ENSVPAG00000004920	ENSVPAG00000004920.1	ENSVPAT00000004921.1
ENSVPAG00000011133	ENSVPAG00000011133.1	ENSVPAT00000011133.1
ENSVPAG00000009991	ENSVPAG00000009991.1	ENSVPAT00000009991.1
ENSVPAG00000007760	ENSVPAG00000007760.1	ENSVPAT00000007759.1
ENSVPAG00000007906	ENSVPAG00000007906.1	ENSVPAT00000007906.1
ENSVPAG00000002605	ENSVPAG00000002605.1	ENSVPAT00000002605.1
ENSVPAG00000003397	ENSVPAG00000003397.1	ENSVPAT00000003400.1
ENSVPAG00000005626	ENSVPAG00000005626.1	ENSVPAT00000005626.1
ENSVPAG00000007907	ENSVPAG00000007907.1	ENSVPAT00000007907.1
ENSVPAG00000007762	ENSVPAG00000007762.1	ENSVPAT00000007761.1
ENSVPAG00000002350	ENSVPAG00000002350.1	ENSVPAT00000002350.1
ENSVPAG00000004505	ENSVPAG00000004505.1	ENSVPAT00000004505.1
ENSVPAG00000003984	ENSVPAG00000003984.1	ENSVPAT00000003984.1
ENSVPAG00000004810	ENSVPAG00000004810.1	ENSVPAT00000004810.1
ENSVPAG00000009992	ENSVPAG00000009992.1	ENSVPAT00000009992.1
ENSVPAG00000007763	ENSVPAG00000007763.1	ENSVPAT00000007763.1
ENSVPAG00000008784	ENSVPAG00000008784.1	ENSVPAT00000008784.1
ENSVPAG00000005627	ENSVPAG00000005627.1	ENSVPAT00000005629.1
ENSVPAG00000002926	ENSVPAG00000002926.1	ENSVPAT00000002926.1
ENSVPAG00000004506	ENSVPAG00000004506.1	ENSVPAT00000004506.1
ENSVPAG00000007765	ENSVPAG00000007765.1	ENSVPAT00000007765.1
ENSVPAG00000015510	ENSVPAG00000015510.1	ENSVPAT00000015498.1
ENSVPAG00000003985	ENSVPAG00000003985.1	ENSVPAT00000003985.1
ENSVPAG00000009993	ENSVPAG00000009993.1	ENSVPAT00000009993.1
ENSVPAG00000005159	ENSVPAG00000005159.1	ENSVPAT00000005159.1
ENSVPAG00000004004	ENSVPAG00000004004.1	ENSVPAT00000004004.1
ENSVPAG00000003515	ENSVPAG00000003515.1	ENSVPAT00000003515.1
ENSVPAG00000011595	ENSVPAG00000011595.1	ENSVPAT00000011595.1
ENSVPAG00000003986	ENSVPAG00000003986.1	ENSVPAT00000003986.1
ENSVPAG00000000745	ENSVPAG00000000745.1	ENSVPAT00000000745.1
ENSVPAG00000003022	ENSVPAG00000003022.1	ENSVPAT00000003022.1
ENSVPAG00000009994	ENSVPAG00000009994.1	ENSVPAT00000009994.1
ENSVPAG00000000642	ENSVPAG00000000642.1	ENSVPAT00000000642.1
ENSVPAG00000007886	ENSVPAG00000007886.1	ENSVPAT00000007884.1
ENSVPAG00000003987	ENSVPAG00000003987.1	ENSVPAT00000003987.1
ENSVPAG00000003187	ENSVPAG00000003187.1	ENSVPAT00000003188.1
ENSVPAG00000000202	ENSVPAG00000000202.1	ENSVPAT00000000202.1
ENSVPAG00000000679	ENSVPAG00000000679.1	ENSVPAT00000000679.1
ENSVPAG00000003403	ENSVPAG00000003403.1	ENSVPAT00000003403.1
ENSVPAG00000005632	ENSVPAG00000005632.1	ENSVPAT00000005632.1
ENSVPAG00000000748	ENSVPAG00000000748.1	ENSVPAT00000000750.1
ENSVPAG00000000134	ENSVPAG00000000134.1	ENSVPAT00000000133.1
ENSVPAG00000000643	ENSVPAG00000000643.1	ENSVPAT00000000644.1
ENSVPAG00000010259	ENSVPAG00000010259.1	ENSVPAT00000010259.1
ENSVPAG00000003404	ENSVPAG00000003404.1	ENSVPAT00000003404.1
ENSVPAG00000003516	ENSVPAG00000003516.1	ENSVPAT00000003516.1
ENSVPAG00000005635	ENSVPAG00000005635.1	ENSVPAT00000005634.1
ENSVPAG00000008109	ENSVPAG00000008109.1	ENSVPAT00000008109.1
ENSVPAG00000003517	ENSVPAG00000003517.1	ENSVPAT00000003517.1
ENSVPAG00000003191	ENSVPAG00000003191.1	ENSVPAT00000003190.1
ENSVPAG00000003988	ENSVPAG00000003988.1	ENSVPAT00000003988.1
ENSVPAG00000000646	ENSVPAG00000000646.1	ENSVPAT00000000647.1
ENSVPAG00000010261	ENSVPAG00000010261.1	ENSVPAT00000010260.1
ENSVPAG00000002933	ENSVPAG00000002933.1	ENSVPAT00000002933.1
ENSVPAG00000009995	ENSVPAG00000009995.1	ENSVPAT00000009995.1
ENSVPAG00000006266	ENSVPAG00000006266.1	ENSVPAT00000006265.1
ENSVPAG00000002359	ENSVPAG00000002359.1	ENSVPAT00000002359.1
ENSVPAG00000010262	ENSVPAG00000010262.1	ENSVPAT00000010262.1
ENSVPAG00000010640	ENSVPAG00000010640.1	ENSVPAT00000010640.1
ENSVPAG00000003989	ENSVPAG00000003989.1	ENSVPAT00000003989.1
ENSVPAG00000003518	ENSVPAG00000003518.1	ENSVPAT00000003518.1
ENSVPAG00000003405	ENSVPAG00000003405.1	ENSVPAT00000003405.1
ENSVPAG00000009996	ENSVPAG00000009996.1	ENSVPAT00000009996.1
ENSVPAG00000003192	ENSVPAG00000003192.1	ENSVPAT00000003193.1
ENSVPAG00000003990	ENSVPAG00000003990.1	ENSVPAT00000003990.1
ENSVPAG00000000650	ENSVPAG00000000650.1	ENSVPAT00000000653.1
ENSVPAG00000000351	ENSVPAG00000000351.1	ENSVPAT00000000351.1
ENSVPAG00000002934	ENSVPAG00000002934.1	ENSVPAT00000002934.1
ENSVPAG00000003519	ENSVPAG00000003519.1	ENSVPAT00000003519.1
ENSVPAG00000002360	ENSVPAG00000002360.1	ENSVPAT00000002360.1
ENSVPAG00000009234	ENSVPAG00000009234.1	ENSVPAT00000009232.1
ENSVPAG00000003417	ENSVPAG00000003417.1	ENSVPAT00000003416.1
ENSVPAG00000003520	ENSVPAG00000003520.1	ENSVPAT00000003522.1
ENSVPAG00000010263	ENSVPAG00000010263.1	ENSVPAT00000010263.1
ENSVPAG00000009998	ENSVPAG00000009998.1	ENSVPAT00000009997.1
ENSVPAG00000003991	ENSVPAG00000003991.1	ENSVPAT00000003991.1
ENSVPAG00000009120	ENSVPAG00000009120.1	ENSVPAT00000009120.1
ENSVPAG00000002935	ENSVPAG00000002935.1	ENSVPAT00000002935.1
ENSVPAG00000000094	ENSVPAG00000000094.1	ENSVPAT00000000094.1
ENSVPAG00000003992	ENSVPAG00000003992.1	ENSVPAT00000003992.1
ENSVPAG00000000178	ENSVPAG00000000178.1	ENSVPAT00000000178.1
ENSVPAG00000002957	ENSVPAG00000002957.1	ENSVPAT00000002957.1
ENSVPAG00000003406	ENSVPAG00000003406.1	ENSVPAT00000003406.1
ENSVPAG00000009999	ENSVPAG00000009999.1	ENSVPAT00000009999.1
ENSVPAG00000003993	ENSVPAG00000003993.1	ENSVPAT00000003993.1
ENSVPAG00000002958	ENSVPAG00000002958.1	ENSVPAT00000002958.1
ENSVPAG00000010000	ENSVPAG00000010000.1	ENSVPAT00000010000.1
ENSVPAG00000000180	ENSVPAG00000000180.1	ENSVPAT00000000182.1
ENSVPAG00000010264	ENSVPAG00000010264.1	ENSVPAT00000010265.1
ENSVPAG00000002959	ENSVPAG00000002959.1	ENSVPAT00000002959.1
ENSVPAG00000001115	ENSVPAG00000001115.1	ENSVPAT00000001114.1
ENSVPAG00000000395	ENSVPAG00000000395.1	ENSVPAT00000000395.1
ENSVPAG00000004703	ENSVPAG00000004703.1	ENSVPAT00000004703.1
ENSVPAG00000003428	ENSVPAG00000003428.1	ENSVPAT00000003428.1
ENSVPAG00000010001	ENSVPAG00000010001.1	ENSVPAT00000010002.1
ENSVPAG00000006961	ENSVPAG00000006961.1	ENSVPAT00000006961.1
ENSVPAG00000003994	ENSVPAG00000003994.1	ENSVPAT00000003994.1
ENSVPAG00000000183	ENSVPAG00000000183.1	ENSVPAT00000000183.1
ENSVPAG00000000396	ENSVPAG00000000396.1	ENSVPAT00000000396.1
ENSVPAG00000004643	ENSVPAG00000004643.1	ENSVPAT00000004643.1
ENSVPAG00000001116	ENSVPAG00000001116.1	ENSVPAT00000001115.1
ENSVPAG00000011389	ENSVPAG00000011389.1	ENSVPAT00000011388.1
ENSVPAG00000003995	ENSVPAG00000003995.1	ENSVPAT00000003995.1
ENSVPAG00000004704	ENSVPAG00000004704.1	ENSVPAT00000004704.1
ENSVPAG00000003656	ENSVPAG00000003656.1	ENSVPAT00000003656.1
ENSVPAG00000000240	ENSVPAG00000000240.1	ENSVPAT00000000240.1
ENSVPAG00000001117	ENSVPAG00000001117.1	ENSVPAT00000001116.1
ENSVPAG00000008057	ENSVPAG00000008057.1	ENSVPAT00000008053.1
ENSVPAG00000003594	ENSVPAG00000003594.1	ENSVPAT00000003594.1
ENSVPAG00000008063	ENSVPAG00000008063.1	ENSVPAT00000008064.1
ENSVPAG00000001119	ENSVPAG00000001119.1	ENSVPAT00000001118.1
ENSVPAG00000010004	ENSVPAG00000010004.1	ENSVPAT00000010004.1
ENSVPAG00000010911	ENSVPAG00000010911.1	ENSVPAT00000010911.1
ENSVPAG00000009874	ENSVPAG00000009874.1	ENSVPAT00000009873.1
ENSVPAG00000004705	ENSVPAG00000004705.1	ENSVPAT00000004706.1
ENSVPAG00000000231	ENSVPAG00000000231.1	ENSVPAT00000000231.1
ENSVPAG00000003595	ENSVPAG00000003595.1	ENSVPAT00000003595.1
ENSVPAG00000010268	ENSVPAG00000010268.1	ENSVPAT00000010267.1
ENSVPAG00000001120	ENSVPAG00000001120.1	ENSVPAT00000001119.1
